,taxon,collection_no,early_age,late_age,early_interval,late_interval,uncertainty.interval,notes
946,Paratomarctus_temerarius,18642,18.5,17.5,Early Hemingfordian,NA,1,"Wang lists as Early Barstovian, but I'm following PBDB here, might have been redated"
1596,Paratomarctus_temerarius,212623,18.5,16.3,Hemingfordian,NA,2.2,
1598,Paratomarctus_temerarius,18665,16.3,15.98,Early Barstovian,NA,0.32,
1599,Paratomarctus_temerarius,18803,16.3,15.98,Early Barstovian,NA,0.32,
1600,Paratomarctus_temerarius,18109,16.3,12.5,Barstovian,NA,3.8,
1601,Paratomarctus_temerarius,18123,16.3,12.5,Barstovian,NA,3.8,
1602,Paratomarctus_temerarius,18124,16.3,12.5,Barstovian,NA,3.8,
1603,Paratomarctus_temerarius,18131,16.3,12.5,Barstovian,NA,3.8,
1604,Paratomarctus_temerarius,18144,16.3,12.5,Barstovian,NA,3.8,
1605,Paratomarctus_temerarius,18155,16.3,12.5,Barstovian,NA,3.8,
1606,Paratomarctus_temerarius,18164,16.3,12.5,Barstovian,NA,3.8,
1607,Paratomarctus_temerarius,18172,16.3,12.5,Barstovian,NA,3.8,
1608,Paratomarctus_temerarius,18192,16.3,12.5,Barstovian,NA,3.8,
1609,Paratomarctus_temerarius,18261,16.3,12.5,Barstovian,NA,3.8,
1610,Paratomarctus_temerarius,18265,16.3,12.5,Barstovian,NA,3.8,
1611,Paratomarctus_temerarius,18272,16.3,12.5,Barstovian,NA,3.8,
1612,Paratomarctus_temerarius,18275,16.3,12.5,Barstovian,NA,3.8,
1613,Paratomarctus_temerarius,18281,16.3,12.5,Barstovian,NA,3.8,
1615,Paratomarctus_temerarius,18442,16.3,12.5,Barstovian,NA,3.8,
1616,Paratomarctus_temerarius,18627,16.3,12.5,Barstovian,NA,3.8,
1617,Paratomarctus_temerarius,18894,16.3,12.5,Barstovian,NA,3.8,
1618,Paratomarctus_temerarius,19056,16.3,12.5,Barstovian,NA,3.8,
1619,Paratomarctus_temerarius,19088,16.3,12.5,Barstovian,NA,3.8,
1620,Paratomarctus_temerarius,19157,16.3,12.5,Barstovian,NA,3.8,
1621,Paratomarctus_temerarius,19274,16.3,12.5,Barstovian,NA,3.8,
1622,Paratomarctus_temerarius,19287,16.3,12.5,Barstovian,NA,3.8,
1623,Paratomarctus_temerarius,19362,16.3,12.5,Barstovian,NA,3.8,
1624,Paratomarctus_temerarius,19364,16.3,12.5,Barstovian,NA,3.8,
1625,Paratomarctus_temerarius,19366,16.3,12.5,Barstovian,NA,3.8,
1626,Paratomarctus_temerarius,19422,16.3,12.5,Barstovian,NA,3.8,
1627,Paratomarctus_temerarius,19432,16.3,12.5,Barstovian,NA,3.8,
1628,Paratomarctus_temerarius,19435,16.3,12.5,Barstovian,NA,3.8,
1629,Paratomarctus_temerarius,19457,16.3,12.5,Barstovian,NA,3.8,
1630,Paratomarctus_temerarius,19463,16.3,12.5,Barstovian,NA,3.8,
1631,Paratomarctus_temerarius,19519,16.3,12.5,Barstovian,NA,3.8,
1632,Paratomarctus_temerarius,19520,16.3,12.5,Barstovian,NA,3.8,
1633,Paratomarctus_temerarius,19522,16.3,12.5,Barstovian,NA,3.8,
1634,Paratomarctus_temerarius,19535,16.3,12.5,Barstovian,NA,3.8,
1638,Paratomarctus_temerarius,19542,16.3,12.5,Barstovian,NA,3.8,
1635,Paratomarctus_temerarius,19548,16.3,12.5,Barstovian,NA,3.8,
1636,Paratomarctus_temerarius,19556,16.3,12.5,Barstovian,NA,3.8,
1637,Paratomarctus_temerarius,19568,16.3,12.5,Barstovian,NA,3.8,
1639,Paratomarctus_temerarius,214888,16.3,12.5,Barstovian,NA,3.8,
774,Paratomarctus_temerarius,18284,14.8,12.5,Late Barstovian,NA,2.3,Wang lists Late Barstovian
1646,Philotrox_condoni,17537,29.5,24.7,Geringian,NA,4.8,
1640,Philotrox_condoni,17592,29.5,24.7,Geringian,NA,4.8,
1641,Philotrox_condoni,17611,29.5,24.7,Geringian,NA,4.8,
1642,Philotrox_condoni,17618,29.5,24.7,Geringian,NA,4.8,
1643,Philotrox_condoni,17635,29.5,24.7,Geringian,NA,4.8,
1644,Philotrox_condoni,17641,29.5,24.7,Geringian,NA,4.8,
1645,Philotrox_condoni,17644,29.5,24.7,Geringian,NA,4.8,
312,Phlaocyon_achoros,17764,24.7,23.1,Middle Arikareean,NA,1.6,"Paper dating this formation has it as early late arikareean (23-25), so seems pretty much the same as our definition of Middle Arikareaan"
,Phlaocyon_annectens,NA,24.7,18.5,Middle Arikareean,Late Arikareean,1.6,Wang lists a Colorado occurrence not on PBDB
1649,Phlaocyon_annectens,17744,23.1,18.5,Harrisonian,NA,4.6,
1650,Phlaocyon_annectens,17768,23.1,18.5,Harrisonian,NA,4.6,
1651,Phlaocyon_annectens,17769,23.1,18.5,Harrisonian,NA,4.6,
1652,Phlaocyon_annectens,17773,23.1,18.5,Harrisonian,NA,4.6,
1653,Phlaocyon_annectens,17774,23.1,18.5,Harrisonian,NA,4.6,
1654,Phlaocyon_annectens,17775,23.1,18.5,Harrisonian,NA,4.6,
1655,Phlaocyon_annectens,17854,23.1,18.5,Harrisonian,NA,4.6,
1648,Phlaocyon_annectens,22641,23.1,18.5,Harrisonian,NA,4.6,
1656,Phlaocyon_latidens,17349,30.6,29.5,Whitneyan,NA,1.1,Albright et al give unit A as 30.6 max
1658,Phlaocyon_latidens,17508,29.5,24.7,Geringian,NA,4.8,
1657,Phlaocyon_latidens,93078,29.5,24.7,Geringian,NA,4.8,
1659,Phlaocyon_leucosteus,17837,23.1,18.5,Harrisonian,NA,4.6,
1660,Phlaocyon_leucosteus,17842,23.1,18.5,Harrisonian,NA,4.6,
1661,Phlaocyon_leucosteus,17865,18.5,16.3,Early Hemingfordian,NA,2.2,
1662,Phlaocyon_leucosteus,17886,18.5,16.3,Hemingfordian,NA,2.2,
1663,Phlaocyon_leucosteus,17891,18.5,16.3,Early Hemingfordian,NA,2.2,
1664,Phlaocyon_leucosteus,17964,18.5,16.3,Hemingfordian,NA,2.2,
1666,Phlaocyon_leucosteus,18009,18.5,16.3,Early Hemingfordian,NA,2.2,
1667,Phlaocyon_leucosteus,167863,18.5,16.3,Early Hemingfordian,NA,2.2,
505,Phlaocyon_leucosteus,17991,17.5,16.3,Late Hemingfordian,NA,1.2,Wang lists as Late Hemingfordian
380,Phlaocyon_mariae,17865,18.5,17.5,Early Hemingfordian,NA,1,Early Hemingfordian 18.5-17.5
385,Phlaocyon_marslandensis,17875,18.5,17.5,Early Hemingfordian,NA,1,
395,Phlaocyon_marslandensis,17888,18.5,17.5,Early Hemingfordian,NA,1,
449,Phlaocyon_marslandensis,17932,18.5,17.5,Early Hemingfordian,NA,1,
460,Phlaocyon_marslandensis,17948,18.5,17.5,Early Hemingfordian,NA,1,
462,Phlaocyon_marslandensis,17949,18.5,17.5,Early Hemingfordian,NA,1,
226,Phlaocyon_minor,17532,29.5,24.7,Early Arikareean,NA,4.8,DELETE; Wang lists as Early Arikareean
1674,Phlaocyon_minor,17723,24.7,23.1,Monroecreekian,NA,1.6,
1675,Phlaocyon_minor,17745,23.1,18.5,Harrisonian,NA,4.6,
1676,Phlaocyon_minor,17750,23.1,18.5,Harrisonian,NA,4.6,
1677,Phlaocyon_minor,17788,23.1,18.5,Harrisonian,NA,4.6,
1678,Phlaocyon_minor,17793,23.1,18.5,Harrisonian,NA,4.6,
1679,Phlaocyon_minor,17833,23.1,18.5,Harrisonian,NA,4.6,
1680,Phlaocyon_minor,17835,23.1,18.5,Harrisonian,NA,4.6,
1681,Phlaocyon_minor,17838,23.1,18.5,Harrisonian,NA,4.6,
1682,Phlaocyon_minor,17846,23.1,18.5,Harrisonian,NA,4.6,
1683,Phlaocyon_minor,17854,23.1,18.5,Harrisonian,NA,4.6,
1685,Phlaocyon_multicuspus,17821,23.1,18.5,Harrisonian,NA,4.6,
503,Phlaocyon_yatkolai,17989,18.5,17.5,Early Hemingfordian,NA,1,Early Hemingfordian 18.5-17.5
1687,Prohesperocyon_wilsoni,16888,37,33.9,Chadronian,NA,3.1,
,Protepicyon_raki,NA,16.3,14.8,Early Barstovian,NA,1.5,"Wang lists this occurrence, couldn't find it on PBDB (Probalby should be in collection 19274)"
1112,Protepicyon_raki,19432,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as Late Barstovian
1124,Protepicyon_raki,19457,14.8,12.5,Late Barstovian,NA,2.3,
1127,Protepicyon_raki,19458,14.8,12.5,Late Barstovian,NA,2.3,
1131,Protepicyon_raki,19463,14.8,12.5,Late Barstovian,NA,2.3,
1178,Protepicyon_raki,19548,14.8,12.5,Late Barstovian,NA,2.3,
376,Protomarctus_optatus,17864,18.5,17.5,Early Hemingfordian,NA,1,Early Hemingfordian 18.5-17.5
1694,Protomarctus_optatus,17872,18.5,16.3,Hemingfordian,NA,2.2,
1695,Protomarctus_optatus,17890,18.5,16.3,Hemingfordian,NA,2.2,
1696,Protomarctus_optatus,17906,18.5,16.3,Early Hemingfordian,NA,2.2,
1697,Protomarctus_optatus,17907,18.5,16.3,Hemingfordian,NA,2.2,
1698,Protomarctus_optatus,17917,18.5,16.3,Hemingfordian,NA,2.2,
1699,Protomarctus_optatus,17918,18.5,16.3,Hemingfordian,NA,2.2,
1700,Protomarctus_optatus,17920,18.5,16.3,Hemingfordian,NA,2.2,
1701,Protomarctus_optatus,17952,18.5,16.3,Hemingfordian,NA,2.2,
1702,Protomarctus_optatus,17961,18.5,16.3,Hemingfordian,NA,2.2,
1703,Protomarctus_optatus,17965,18.5,16.3,Hemingfordian,NA,2.2,
1704,Protomarctus_optatus,17987,18.5,16.3,Hemingfordian,NA,2.2,
1705,Protomarctus_optatus,18000,18.5,16.3,Hemingfordian,NA,2.2,
1706,Protomarctus_optatus,18001,18.5,16.3,Hemingfordian,NA,2.2,
1707,Protomarctus_optatus,18012,18.5,16.3,Hemingfordian,NA,2.2,
1708,Protomarctus_optatus,18016,18.5,16.3,Hemingfordian,NA,2.2,
1709,Protomarctus_optatus,18873,18.5,16.3,Hemingfordian,NA,2.2,
1710,Protomarctus_optatus,18962,18.5,16.3,Hemingfordian,NA,2.2,
1711,Protomarctus_optatus,19073,18.5,16.3,Hemingfordian,NA,2.2,
1712,Protomarctus_optatus,19075,18.5,16.3,Hemingfordian,NA,2.2,
1713,Protomarctus_optatus,19188,18.5,16.3,Early Hemingfordian,NA,2.2,
1714,Protomarctus_optatus,19311,18.5,16.3,Early Hemingfordian,NA,2.2,
1141,Protomarctus_optatus,19510,16.3,14.8,Early Barstovian,NA,1.5,Early Barstovian according to Tedford
419,Psalidocyon_marianae,17905,16.3,14.8,Early Barstovian,NA,1.5,Early Barstovian 16.3-14.8
470,Psalidocyon_marianae,17955,16.3,14.8,Early Barstovian,NA,1.5,
517,Psalidocyon_marianae,18004,16.3,14.8,Early Barstovian,NA,1.5,
1170,Psalidocyon_marianae,19547,16.3,14.8,Early Barstovian,NA,1.5,
1722,Rhizocyon_oregonensis,17508,29.5,24.7,Geringian,NA,4.8,
1724,Rhizocyon_oregonensis,17537,29.5,24.7,Geringian,NA,4.8,
1723,Rhizocyon_oregonensis,93078,29.5,24.7,Geringian,NA,4.8,
2288,Speothos_venaticus,87321,0.4,0.0117,Lujanian,NA,0.3883,DELETE; Likely the occurrence listed in Prevosti 2018 as Lujanian
1725,Speothos_venaticus,21687,0.0117,0,Holocene,NA,0.0117,
1726,Sunkahetanka_geringensis,17634,29.5,24.7,Geringian,NA,4.8,
1727,Sunkahetanka_geringensis,17636,29.5,24.7,Geringian,NA,4.8,
1728,Sunkahetanka_geringensis,17641,29.5,24.7,Geringian,NA,4.8,
2161,Tephrocyon_rurestris,212623,17.5,16.3,Late Hemingfordian,NA,1.2,Paper lists Late Hemingfordian
2163,Tephrocyon_rurestris,212625,17.5,16.3,Late Hemingfordian,NA,1.2,
1014,Tephrocyon_rurestris,19017,16.3,14.8,Early Barstovian,NA,1.5,Early Barstovian according to Wang
1015,Tephrocyon_rurestris,19019,16.3,14.8,Early Barstovian,NA,1.5,
1017,Tephrocyon_rurestris,19027,16.3,14.8,Early Barstovian,NA,1.5,
2164,Tephrocyon_rurestris,19031,16.3,14.8,Early Barstovian,NA,1.5,
2281,Tephrocyon_rurestris,231010,16.3,14.8,Early Barstovian,NA,1.5,
,Theriodictis_floridanus,,3,1.8,Late Blancan,,1.2,Late Blancan 3-1.8
,Theriodictis_floridanus,,1.8,0.85,Early Irvingtonian,,0.95,Early Irvingtonian 1.8-0.85
1581,Tomarctus_brevirostris,18725,18.5,17.5,Early Hemingfordian,NA,1,Early Hemingfordian 18.5-17.5
1859,Tomarctus_brevirostris,144879,18.5,17.5,Early Hemingfordian,NA,1,
1738,Tomarctus_brevirostris,17893,18.5,16.3,Hemingfordian,NA,2.2,
1739,Tomarctus_brevirostris,17908,18.5,16.3,Hemingfordian,NA,2.2,
1742,Tomarctus_brevirostris,17880,16.3,15.98,Early Barstovian,NA,0.32,
1743,Tomarctus_brevirostris,17903,16.3,15.98,Early Barstovian,NA,0.32,
1744,Tomarctus_brevirostris,17904,16.3,15.98,Early Barstovian,NA,0.32,
1745,Tomarctus_brevirostris,17905,16.3,15.98,Early Barstovian,NA,0.32,
1746,Tomarctus_brevirostris,17955,16.3,15.98,Early Barstovian,NA,0.32,
1747,Tomarctus_brevirostris,17956,16.3,15.98,Early Barstovian,NA,0.32,
1748,Tomarctus_brevirostris,17972,16.3,15.98,Early Barstovian,NA,0.32,
1749,Tomarctus_brevirostris,18011,16.3,15.98,Early Barstovian,NA,0.32,
1750,Tomarctus_brevirostris,18019,16.3,15.98,Early Barstovian,NA,0.32,
1751,Tomarctus_brevirostris,19547,16.3,15.98,Early Barstovian,NA,0.32,
1752,Tomarctus_brevirostris,18203,16.3,12.5,Barstovian,NA,3.8,
1755,Tomarctus_brevirostris,19598,16.3,12.5,Barstovian,NA,3.8,
1756,Tomarctus_brevirostris,181725,16.3,12.5,Barstovian,NA,3.8,
947,Tomarctus_brevirostris,18649,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as Late Barstovian
948,Tomarctus_brevirostris,18650,14.8,12.5,Late Barstovian,NA,2.3,
388,Tomarctus_hippophaga,17880,16.3,14.8,Early Barstovian,NA,1.5,
411,Tomarctus_hippophaga,17903,16.3,14.8,Early Barstovian,NA,1.5,
414,Tomarctus_hippophaga,17904,16.3,14.8,Early Barstovian,NA,1.5,
421,Tomarctus_hippophaga,17905,16.3,14.8,Early Barstovian,NA,1.5,
431,Tomarctus_hippophaga,17909,16.3,14.8,Early Barstovian,NA,1.5,"Every paper I can find lists these locations as Early Barstovian (e.g. supplementary of this, also Tedford)"
432,Tomarctus_hippophaga,17911,16.3,14.8,Early Barstovian,NA,1.5,
438,Tomarctus_hippophaga,17919,16.3,14.8,Early Barstovian,NA,1.5,
472,Tomarctus_hippophaga,17955,16.3,14.8,Early Barstovian,NA,1.5,
474,Tomarctus_hippophaga,17956,16.3,14.8,Early Barstovian,NA,1.5,
486,Tomarctus_hippophaga,17971,16.3,14.8,Early Barstovian,NA,1.5,
492,Tomarctus_hippophaga,17975,16.3,14.8,Early Barstovian,NA,1.5,
495,Tomarctus_hippophaga,17976,16.3,14.8,Early Barstovian,NA,1.5,
498,Tomarctus_hippophaga,17979,16.3,14.8,Early Barstovian,NA,1.5,"Every paper I can find lists these locations as Early Barstovian (e.g. supplementary of this, also Tedford)"
509,Tomarctus_hippophaga,17999,16.3,14.8,Early Barstovian,NA,1.5,"Every paper I can find lists these locations as Early Barstovian (e.g. supplementary of this, also Tedford)"
515,Tomarctus_hippophaga,18004,16.3,14.8,Early Barstovian,NA,1.5,
531,Tomarctus_hippophaga,18019,16.3,14.8,Early Barstovian,NA,1.5,
1775,Tomarctus_hippophaga,18165,16.3,14.8,Early Barstovian,NA,3.8,
1787,Tomarctus_hippophaga,19392,16.3,14.8,Early Barstovian,NA,3.8,
1788,Tomarctus_hippophaga,19547,16.3,14.8,Early Barstovian,NA,3.8,
1789,Tomarctus_hippophaga,19557,16.3,14.8,Early Barstovian,NA,3.8,
1790,Tomarctus_hippophaga,19565,16.3,14.8,Early Barstovian,NA,3.8,
1791,Tomarctus_hippophaga,19581,16.3,14.8,Early Barstovian,NA,3.8,
1792,Tomarctus_hippophaga,19616,16.3,14.8,Early Barstovian,NA,3.8,
1801,Urocyon_cinereoargenteus,20491,0.21,0.0117,Rancholabrean,NA,0.196,
1802,Urocyon_cinereoargenteus,150336,0.21,0.0117,Rancholabrean,NA,0.196,
1803,Urocyon_cinereoargenteus,195112,0.21,0.0117,Rancholabrean,NA,0.196,
1809,Urocyon_cinereoargenteus,13066,0.129,0.0117,Late Pleistocene,NA,0.1173,
1804,Urocyon_cinereoargenteus,20573,0.129,0.0117,Late Pleistocene,NA,0.1173,
1805,Urocyon_cinereoargenteus,20594,0.129,0.0117,Late Pleistocene,NA,0.1173,
1806,Urocyon_cinereoargenteus,20600,0.129,0.0117,Late Pleistocene,NA,0.1173,
1807,Urocyon_cinereoargenteus,20634,0.129,0.0117,Late Pleistocene,NA,0.1173,
1810,Urocyon_cinereoargenteus,20636,0.129,0.0117,Late Pleistocene,NA,0.1173,
1808,Urocyon_cinereoargenteus,20638,0.129,0.0117,Late Pleistocene,NA,0.1173,
1816,Urocyon_cinereoargenteus,63515,0.129,0.0117,Late Pleistocene,NA,0.1173,
1821,Urocyon_cinereoargenteus,63515,0.129,0.0117,Late Pleistocene,NA,0.1173,
1811,Urocyon_cinereoargenteus,73752,0.129,0.0117,Late Pleistocene,NA,0.1173,
1819,Urocyon_cinereoargenteus,74292,0.129,0.0117,Late Pleistocene,NA,0.1173,
1812,Urocyon_cinereoargenteus,74470,0.129,0.0117,Late Pleistocene,NA,0.1173,
1813,Urocyon_cinereoargenteus,76059,0.129,0.0117,Late Pleistocene,NA,0.1173,
1814,Urocyon_cinereoargenteus,76060,0.129,0.0117,Late Pleistocene,NA,0.1173,
1815,Urocyon_cinereoargenteus,79630,0.129,0.0117,Late Pleistocene,NA,0.1173,
1817,Urocyon_cinereoargenteus,124198,0.129,0.0117,Late Pleistocene,NA,0.1173,
1818,Urocyon_cinereoargenteus,154722,0.129,0.0117,Late Pleistocene,NA,0.1173,
1822,Urocyon_cinereoargenteus,154771,0.129,0.0117,Late Pleistocene,NA,0.1173,
1820,Urocyon_cinereoargenteus,154805,0.129,0.0117,Late Pleistocene,NA,0.1173,
1823,Urocyon_cinereoargenteus,93344,0.129,0,Late Pleistocene,Holocene,0.129,
1824,Urocyon_cinereoargenteus,104689,0.129,0,Late Pleistocene,Holocene,0.129,
1825,Urocyon_cinereoargenteus,104675,0.0117,0,Holocene,NA,0.0117,
1827,Urocyon_cinereoargenteus,195062,0.0117,0,Holocene,NA,0.0117,
1826,Urocyon_cinereoargenteus,195066,0.0117,0,Holocene,NA,0.0117,
1828,Urocyon_cinereoargenteus,221863,0.0117,0,Holocene,NA,0.0117,
1829,Urocyon_cinereoargenteus,233123,0.0117,0,Holocene,NA,0.0117,
1364,Urocyon_citrinus,20384,1.8,0.85,Early Irvingtonian,NA,0.95,PBDB says Early(/iest) Irvingtonian
1288,Urocyon_galushai,20060,4.7,4.1,Early Blancan,NA,0.6,Tedford lists Early Blancan
1831,Urocyon_galushai,19656,4.7,1.8,Blancan,NA,3.3,
1835,Urocyon_galushai,20033,4.7,1.8,Blancan,NA,3.3,
1834,Urocyon_galushai,20122,4.7,1.8,Blancan,NA,3.3,
1284,Urocyon_galushai,20051,3,1.8,Late Blancan,NA,1.2,Tedford lists Late Blancan
2283,Urocyon_littoralis,84904,0.0117,0,Holocene,Holocene,0.0117,"Paper says <6400y age for all fossils, just being conservative by setting Holocene"
1838,Urocyon_littoralis,162157,0.0117,0,Holocene,NA,0.0117,
1837,Urocyon_littoralis,231012,0.0117,0,Holocene,NA,0.0117,
1330,Urocyon_minicephalus,20289,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists Late Irvingtonian
1985,Urocyon_minicephalus,20415,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists Late Irvingtonian
937,Urocyon_webbi,18601,7.5,4.7,Late Hemphillian,NA,2.8,"Tedford lists Middle Hemphillian, which seems to be within our definition Late Hemphillian"
1844,Vulpes_chama,115184,0.129,0.0117,Late Pleistocene,NA,0.1173,
1845,Vulpes_chama,21862,0.0117,0,Holocene,NA,0.0117,
1846,Vulpes_chama,21882,0.0117,0,Holocene,NA,0.0117,
1847,Vulpes_chama,21896,0.0117,0,Holocene,NA,0.0117,
1848,Vulpes_chama,21911,0.0117,0,Holocene,NA,0.0117,
1849,Vulpes_chama,21912,0.0117,0,Holocene,NA,0.0117,
1850,Vulpes_chama,21940,0.0117,0,Holocene,NA,0.0117,
1851,Vulpes_chama,21946,0.0117,0,Holocene,NA,0.0117,
1852,Vulpes_chama,21947,0.0117,0,Holocene,NA,0.0117,
1855,Vulpes_lagopus,20626,0.129,0.0117,Late Pleistocene,NA,0.1173,
1856,Vulpes_lagopus,20643,0.129,0.0117,Late Pleistocene,NA,0.1173,
1857,Vulpes_lagopus,48587,0.129,0.0117,Late Pleistocene,NA,0.1173,
1858,Vulpes_lagopus,81830,0.129,0.0117,Late Pleistocene,NA,0.1173,
1859,Vulpes_lagopus,162578,0.129,0.0117,Late Pleistocene,NA,0.1173,
1860,Vulpes_lagopus,227340,0.129,0.0117,Late Pleistocene,NA,0.1173,
1861,Vulpes_lagopus,227461,0.129,0.0117,Late Pleistocene,NA,0.1173,
1867,Vulpes_lagopus,92955,0.0117,0,Holocene,NA,0.0117,
1884,Vulpes_lagopus,160848,0.0117,0,Holocene,NA,0.0117,
1862,Vulpes_lagopus,162014,0.0117,0,Holocene,NA,0.0117,
1863,Vulpes_lagopus,175940,0.0117,0,Holocene,NA,0.0117,
1864,Vulpes_lagopus,175941,0.0117,0,Holocene,NA,0.0117,
1865,Vulpes_lagopus,175942,0.0117,0,Holocene,NA,0.0117,
1866,Vulpes_lagopus,187755,0.0117,0,Holocene,NA,0.0117,
1871,Vulpes_lagopus,226353,0.0117,0,Holocene,NA,0.0117,
1868,Vulpes_lagopus,227242,0.0117,0,Holocene,NA,0.0117,
1869,Vulpes_lagopus,227758,0.0117,0,Holocene,NA,0.0117,
1870,Vulpes_lagopus,227817,0.0117,0,Holocene,NA,0.0117,
1872,Vulpes_lagopus,227826,0.0117,0,Holocene,NA,0.0117,
1873,Vulpes_lagopus,227829,0.0117,0,Holocene,NA,0.0117,
1874,Vulpes_lagopus,227870,0.0117,0,Holocene,NA,0.0117,
1875,Vulpes_lagopus,227873,0.0117,0,Holocene,NA,0.0117,
1876,Vulpes_lagopus,227875,0.0117,0,Holocene,NA,0.0117,
1877,Vulpes_lagopus,227876,0.0117,0,Holocene,NA,0.0117,
1878,Vulpes_lagopus,227877,0.0117,0,Holocene,NA,0.0117,
1879,Vulpes_lagopus,228443,0.0117,0,Holocene,NA,0.0117,
1880,Vulpes_lagopus,228444,0.0117,0,Holocene,NA,0.0117,
1881,Vulpes_lagopus,228756,0.0117,0,Holocene,NA,0.0117,
1882,Vulpes_lagopus,228896,0.0117,0,Holocene,NA,0.0117,
1883,Vulpes_lagopus,228898,0.0117,0,Holocene,NA,0.0117,
1885,Vulpes_lagopus,228919,0.0117,0,Holocene,NA,0.0117,
1886,Vulpes_lagopus,228920,0.0117,0,Holocene,NA,0.0117,
1887,Vulpes_lagopus,228921,0.0117,0,Holocene,NA,0.0117,
1888,Vulpes_lagopus,228927,0.0117,0,Holocene,NA,0.0117,
1889,Vulpes_lagopus,228928,0.0117,0,Holocene,NA,0.0117,
1890,Vulpes_lagopus,229484,0.0117,0,Holocene,NA,0.0117,
1891,Vulpes_lagopus,229489,0.0117,0,Holocene,NA,0.0117,
1892,Vulpes_lagopus,229885,0.0117,0,Holocene,NA,0.0117,
1893,Vulpes_lagopus,229940,0.0117,0,Holocene,NA,0.0117,
1894,Vulpes_lagopus,229942,0.0117,0,Holocene,NA,0.0117,
1895,Vulpes_lagopus,229943,0.0117,0,Holocene,NA,0.0117,
1896,Vulpes_lagopus,230120,0.0117,0,Holocene,NA,0.0117,
1897,Vulpes_macrotis,93244,0.129,0.0117,Late Pleistocene,NA,0.1173,
1976,Vulpes_stenognathus,18509,14.8,12.5,Late Barstovian,NA,2.3,"Hulbert and Portell 2014 is the most recent paper I found talking about this formation, and lists Bradley (which PBDB and UF consider to include Nichols mine, listed in Tedford as where this occurrence is from) as 14.5-12.5Mya, i.e. Late Barstovian"
1899,Vulpes_stenognathus,20499,9.4,7.5,Early Hemphillian,NA,2.154,corrected after Tedford et al. 2009
1909,Vulpes_stenognathus,18033,9.4,4.7,Hemphillian,NA,4.7,
1900,Vulpes_stenognathus,18086,9.4,4.7,Hemphillian,NA,4.7,
1901,Vulpes_stenognathus,18097,9.4,4.7,Hemphillian,NA,4.7,
1911,Vulpes_stenognathus,18175,9.4,4.7,Hemphillian,NA,4.7,
1910,Vulpes_stenognathus,18198,9.4,4.7,Hemphillian,NA,4.7,
1902,Vulpes_stenognathus,18225,9.4,4.7,Hemphillian,NA,4.7,
1903,Vulpes_stenognathus,18304,9.4,4.7,Hemphillian,NA,4.7,
1912,Vulpes_stenognathus,18495,9.4,4.7,Hemphillian,NA,4.7,
1904,Vulpes_stenognathus,18900,9.4,4.7,Hemphillian,NA,4.7,
1907,Vulpes_stenognathus,18935,9.4,4.7,Hemphillian,NA,4.7,
1908,Vulpes_stenognathus,18936,9.4,4.7,Hemphillian,NA,4.7,
1906,Vulpes_stenognathus,19015,9.4,4.7,Hemphillian,NA,4.7,
1905,Vulpes_stenognathus,19419,9.4,4.7,Hemphillian,NA,4.7,
1913,Vulpes_stenognathus,18755,7.5,4.7,Late Hemphillian,NA,2.546,
1918,Vulpes_stenognathus,19338,7.5,4.7,Late Hemphillian,NA,2.546,
1914,Vulpes_stenognathus,19473,7.5,4.7,Late Hemphillian,NA,2.546,
1917,Vulpes_stenognathus,19514,7.5,4.7,Late Hemphillian,NA,2.546,
1915,Vulpes_stenognathus,19612,7.5,4.7,Late Hemphillian,NA,2.546,
1916,Vulpes_stenognathus,35430,7.5,4.7,Late Hemphillian,NA,2.546,
1921,Vulpes_velox,20157,1.8,0.21,Irvingtonian,NA,1.19,
1922,Vulpes_velox,20178,1.8,0.21,Irvingtonian,NA,1.19,
1923,Vulpes_velox,20295,1.8,0.21,Irvingtonian,NA,1.19,
1925,Vulpes_velox,20329,1.8,0.21,Irvingtonian,NA,1.19,
1926,Vulpes_velox,20477,1.8,0.21,Irvingtonian,NA,1.19,
1920,Vulpes_velox,20143,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
1924,Vulpes_velox,20327,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
1927,Vulpes_velox,20559,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
1928,Vulpes_velox,76059,0.129,0.0117,Late Pleistocene,NA,0.1173,
1929,Vulpes_velox,93141,0.129,0.0117,Late Pleistocene,NA,0.1173,
1930,Vulpes_velox,93281,0.129,0.0117,Late Pleistocene,NA,0.1173,
1931,Vulpes_velox,93528,0.129,0.0117,Late Pleistocene,NA,0.1173,
1948,Vulpes_vulpes,34287,0.774,0.129,Middle Pleistocene,NA,0.645,
1936,Vulpes_vulpes,34368,0.774,0.129,Middle Pleistocene,NA,0.645,
1937,Vulpes_vulpes,35045,0.774,0.129,Middle Pleistocene,NA,0.645,
1938,Vulpes_vulpes,35047,0.774,0.129,Middle Pleistocene,NA,0.645,
1939,Vulpes_vulpes,42866,0.774,0.129,Middle Pleistocene,NA,0.645,
1940,Vulpes_vulpes,43655,0.774,0.129,Middle Pleistocene,NA,0.645,
